Age,Gender,Region,Education,Employment,Income,Exercise,Health Monitoring,Wearable Device,DNA Test Taken,Comfort DNA Sharing,Trust in Science,Interest Vitamins,Interest Skincare,Interest Diet Fitness,Preferred Mode,Willingness to Pay,Subscription Interest,Interest in DNA Brand,Diet Type_Vegetarian,Diet Type_Vegan,Diet Type_Non-vegetarian,Diet Type_Keto/Low-carb,Diet Type_High Protein,Diet Type_Pescatarian,Fitness Goals_Weight loss,Fitness Goals_Muscle gain,Fitness Goals_Energy,Fitness Goals_Sleep,Fitness Goals_Endurance,Fitness Goals_Mental wellness,Fitness Goals_Healthy aging,Fitness Goals_General fitness,Health Issues_Fatigue,Health Issues_Stress,Health Issues_Digestive issues,Health Issues_Vitamin deficiency,Health Issues_Skin issues,Health Issues_Hair fall,Health Issues_Hormonal imbalance,Health Issues_Weight issues,Supplement Sources_Pharmacy,Supplement Sources_Online,Supplement Sources_Supermarket,Supplement Sources_Clinic,Supplement Sources_None,Supplements Used_Multivitamins,Supplements Used_Omega-3,Supplements Used_Collagen,Supplements Used_Vitamin D,Supplements Used_Protein,Supplements Used_Probiotics,Supplements Used_Creatine,Supplements Used_Skin supplements,DNA Interest Areas_Diet plans,DNA Interest Areas_Vitamins,DNA Interest Areas_Skincare,DNA Interest Areas_Fitness,DNA Interest Areas_Preventive health,DNA Interest Areas_Anti-aging,DNA Interest Areas_Genetics curiosity
35-44,Female,Abu Dhabi,Master,Working Professional,7000-12000,1-2 times/wk,Occasionally,Yes,No,4,High,Neutral,Unlikely,Likely,App,400-700,Yes,Yes,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0
25-34,Male,Dubai,Bachelor,Business Owner,7000-12000,Never,Occasionally,No,Yes,4,Medium,Very likely,Likely,Neutral,Dashboard,1000-1500,Maybe,Maybe,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0
18-24,Male,RAK,Diploma,Working Professional,20000-35000,1-2 times/wk,Occasionally,No,Yes,4,Low,Likely,Neutral,Likely,Email,1000-1500,Yes,Maybe,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0
35-44,Male,Dubai,Bachelor,Working Professional,12000-20000,Never,Occasionally,No,Yes,3,Medium,Neutral,Likely,Likely,Clinic,200-400,No,Yes,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0
25-34,Female,Dubai,Master,Student,20000-35000,1-2 times/wk,Never,Yes,No,1,Medium,Very likely,Very likely,Neutral,WhatsApp AI,1000-1500,Maybe,Maybe,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
35-44,Male,Dubai,Bachelor,Working Professional,7000-12000,1-2 times/wk,Weekly,Yes,Yes,5,Medium,Neutral,Likely,Neutral,Email,700-1000,Yes,Maybe,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1
25-34,Male,Abu Dhabi,Doctorate,Working Professional,7000-12000,3-4 times/wk,Occasionally,Yes,No,4,High,Neutral,Very unlikely,Unlikely,WhatsApp AI,200-400,Yes,Yes,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
25-34,Male,Abu Dhabi,High School,Working Professional,7000-12000,5+ times/wk,Never,No,No,4,Medium,Likely,Neutral,Likely,Dashboard,700-1000,Maybe,Yes,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
25-34,Female,Abu Dhabi,Bachelor,Working Professional,<3000,5+ times/wk,Occasionally,No,No,2,Medium,Neutral,Very likely,Very likely,Clinic,1000-1500,Yes,Maybe,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
35-44,Male,Dubai,Doctorate,Not working,3000-7000,3-4 times/wk,Weekly,No,Yes,1,Medium,Very likely,Neutral,Likely,App,400-700,Maybe,Yes,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
25-34,Male,Abu Dhabi,Bachelor,Student,7000-12000,1-2 times/wk,Occasionally,Yes,No,3,Medium,Very likely,Likely,Neutral,App,700-1000,Maybe,Yes,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1
45-54,Male,Dubai,Bachelor,Working Professional,<3000,3-4 times/wk,Occasionally,Yes,No,4,Low,Unlikely,Unlikely,Neutral,WhatsApp AI,400-700,Yes,Maybe,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0
25-34,Male,Abu Dhabi,Diploma,Freelancer,3000-7000,3-4 times/wk,Weekly,No,No,3,Medium,Likely,Likely,Neutral,App,400-700,Maybe,Yes,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
35-44,Female,Abu Dhabi,Master,Working Professional,12000-20000,5+ times/wk,Occasionally,Yes,No,5,High,Unlikely,Neutral,Likely,Email,400-700,Yes,Yes,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0
45-54,Female,Dubai,Bachelor,Working Professional,7000-12000,3-4 times/wk,Weekly,Yes,No,3,Medium,Unlikely,Likely,Neutral,App,200-400,Yes,Yes,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
18-24,Female,RAK,Bachelor,Working Professional,7000-12000,5+ times/wk,Daily,No,No,4,Low,Likely,Very likely,Neutral,Clinic,<200,Maybe,Maybe,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1
25-34,Male,UAQ,Bachelor,Working Professional,20000-35000,5+ times/wk,Occasionally,Yes,Yes,3,Medium,Likely,Unlikely,Very likely,App,700-1000,Yes,Yes,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
18-24,Male,Dubai,Bachelor,Student,3000-7000,3-4 times/wk,Weekly,Yes,No,5,High,Unlikely,Likely,Likely,WhatsApp AI,400-700,Yes,Yes,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0
25-34,Female,Abu Dhabi,Bachelor,Working Professional,12000-20000,1-2 times/wk,Daily,No,No,3,Medium,Neutral,Very likely,Very unlikely,WhatsApp AI,400-700,Yes,Maybe,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0
25-34,Female,Dubai,Bachelor,Working Professional,7000-12000,1-2 times/wk,Weekly,No,No,4,High,Very unlikely,Unlikely,Very likely,Dashboard,200-400,Yes,Maybe,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0
35-44,Male,Abu Dhabi,Master,Working Professional,7000-12000,1-2 times/wk,Occasionally,Yes,No,5,High,Very likely,Neutral,Neutral,Email,400-700,Maybe,Yes,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
25-34,Female,Dubai,Bachelor,Student,20000-35000,1-2 times/wk,Weekly,No,No,4,High,Likely,Neutral,Very unlikely,WhatsApp AI,200-400,No,No,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0
55+,Male,Abu Dhabi,Master,Working Professional,7000-12000,1-2 times/wk,Daily,No,No,3,Medium,Very likely,Unlikely,Neutral,App,700-1000,Maybe,Maybe,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
55+,Female,Dubai,Bachelor,Working Professional,20000-35000,1-2 times/wk,Occasionally,No,Yes,1,High,Very likely,Neutral,Likely,WhatsApp AI,1500+,Maybe,Yes,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0
35-44,Male,Ajman,Master,Working Professional,<3000,1-2 times/wk,Daily,No,No,5,Medium,Neutral,Neutral,Very likely,WhatsApp AI,200-400,Yes,No,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
18-24,Female,Abu Dhabi,Bachelor,Working Professional,3000-7000,1-2 times/wk,Weekly,No,No,4,High,Likely,Likely,Neutral,WhatsApp AI,400-700,Yes,Maybe,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
35-44,Male,Ajman,Diploma,Working Professional,20000-35000,1-2 times/wk,Occasionally,No,No,2,Low,Neutral,Very likely,Very likely,WhatsApp AI,400-700,Yes,Yes,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0
25-34,Female,Sharjah,Master,Working Professional,7000-12000,1-2 times/wk,Weekly,Yes,No,3,Medium,Neutral,Likely,Likely,App,700-1000,Maybe,Maybe,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
45-54,Female,Dubai,High School,Working Professional,35000+,3-4 times/wk,Occasionally,No,No,4,Low,Unlikely,Likely,Likely,WhatsApp AI,200-400,No,Yes,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
18-24,Female,Abu Dhabi,High School,Student,12000-20000,Never,Daily,No,Yes,3,High,Neutral,Likely,Unlikely,App,<200,Yes,Yes,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
25-34,Female,Abu Dhabi,Bachelor,Business Owner,3000-7000,5+ times/wk,Weekly,Yes,No,4,Medium,Likely,Neutral,Neutral,App,700-1000,Yes,Yes,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0
25-34,Female,Abu Dhabi,Bachelor,Student,12000-20000,1-2 times/wk,Never,No,No,4,Medium,Likely,Neutral,Unlikely,WhatsApp AI,700-1000,Yes,Yes,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
25-34,Female,Dubai,Bachelor,Working Professional,7000-12000,1-2 times/wk,Occasionally,No,No,5,High,Likely,Likely,Unlikely,Clinic,400-700,Maybe,Yes,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0
18-24,Male,Dubai,Bachelor,Working Professional,7000-12000,1-2 times/wk,Occasionally,No,No,5,Medium,Unlikely,Likely,Unlikely,App,200-400,Maybe,Yes,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0
25-34,Male,Dubai,Bachelor,Business Owner,3000-7000,1-2 times/wk,Occasionally,No,No,4,High,Unlikely,Very likely,Likely,App,<200,Yes,Yes,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0
25-34,Male,Abu Dhabi,Master,Student,35000+,3-4 times/wk,Weekly,No,No,4,High,Unlikely,Neutral,Unlikely,App,700-1000,Yes,Maybe,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0
35-44,Male,RAK,Master,Working Professional,20000-35000,1-2 times/wk,Occasionally,No,No,4,High,Likely,Neutral,Likely,WhatsApp AI,1000-1500,Yes,Maybe,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
25-34,Female,Fujairah,Doctorate,Business Owner,3000-7000,3-4 times/wk,Occasionally,Yes,Yes,2,Low,Likely,Neutral,Likely,App,<200,No,Maybe,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0
25-34,Female,Fujairah,Diploma,Working Professional,3000-7000,3-4 times/wk,Occasionally,No,No,5,High,Very unlikely,Unlikely,Neutral,App,200-400,No,Yes,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
25-34,Female,Sharjah,Bachelor,Working Professional,20000-35000,5+ times/wk,Occasionally,No,No,3,Low,Neutral,Neutral,Unlikely,App,200-400,Yes,Yes,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
45-54,Male,Dubai,Diploma,Business Owner,7000-12000,5+ times/wk,Occasionally,No,No,4,Medium,Likely,Unlikely,Very likely,Dashboard,400-700,Yes,Yes,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
25-34,Female,Sharjah,Bachelor,Not working,7000-12000,1-2 times/wk,Never,No,No,4,High,Neutral,Very likely,Likely,App,1000-1500,Yes,Maybe,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
18-24,Female,Dubai,Bachelor,Not working,3000-7000,3-4 times/wk,Occasionally,Yes,No,4,Medium,Likely,Unlikely,Likely,App,700-1000,Maybe,Yes,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
25-34,Female,Dubai,Master,Working Professional,7000-12000,5+ times/wk,Weekly,Yes,No,4,Medium,Very unlikely,Neutral,Likely,App,400-700,Yes,Maybe,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
35-44,Male,Dubai,Bachelor,Student,7000-12000,Never,Daily,No,No,5,Medium,Very likely,Unlikely,Neutral,Dashboard,1500+,No,Yes,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0
25-34,Female,Abu Dhabi,Diploma,Working Professional,12000-20000,1-2 times/wk,Weekly,No,No,3,High,Neutral,Likely,Neutral,Dashboard,400-700,Maybe,Yes,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0
45-54,Male,Dubai,Diploma,Working Professional,20000-35000,3-4 times/wk,Weekly,No,No,5,Low,Very unlikely,Neutral,Very likely,App,1000-1500,Maybe,Yes,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
55+,Female,Dubai,Bachelor,Working Professional,12000-20000,3-4 times/wk,Occasionally,No,Yes,3,High,Likely,Unlikely,Likely,App,<200,Yes,Yes,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0
55+,Female,Dubai,Bachelor,Student,3000-7000,3-4 times/wk,Weekly,No,No,5,Medium,Unlikely,Likely,Neutral,WhatsApp AI,400-700,Yes,Yes,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
25-34,Female,Sharjah,Doctorate,Student,3000-7000,3-4 times/wk,Weekly,No,No,5,High,Very likely,Very likely,Unlikely,Clinic,1500+,Maybe,Yes,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
18-24,Female,Dubai,Bachelor,Working Professional,3000-7000,5+ times/wk,Weekly,No,Yes,4,Medium,Neutral,Unlikely,Likely,App,1500+,Yes,Maybe,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0
18-24,Female,UAQ,Diploma,Working Professional,12000-20000,3-4 times/wk,Never,Yes,No,2,High,Neutral,Likely,Unlikely,Email,700-1000,Maybe,Maybe,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
45-54,Male,Ajman,Bachelor,Working Professional,7000-12000,1-2 times/wk,Weekly,No,No,3,High,Very likely,Likely,Likely,Clinic,400-700,No,Maybe,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
25-34,Female,Dubai,Bachelor,Working Professional,7000-12000,5+ times/wk,Daily,Yes,Yes,5,Medium,Unlikely,Likely,Likely,Dashboard,1000-1500,Yes,Yes,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0
45-54,Male,Abu Dhabi,Bachelor,Freelancer,35000+,3-4 times/wk,Occasionally,No,No,4,High,Likely,Neutral,Neutral,Email,<200,Yes,Maybe,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
35-44,Male,RAK,Bachelor,Student,7000-12000,1-2 times/wk,Occasionally,No,Yes,4,High,Neutral,Very unlikely,Neutral,Clinic,200-400,Maybe,Yes,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
35-44,Female,Dubai,Bachelor,Working Professional,12000-20000,5+ times/wk,Daily,Yes,No,4,High,Likely,Neutral,Neutral,App,400-700,Yes,Maybe,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0
25-34,Female,RAK,Master,Not working,3000-7000,1-2 times/wk,Weekly,No,No,4,High,Unlikely,Very unlikely,Likely,Email,400-700,Yes,Maybe,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
25-34,Male,UAQ,Diploma,Not working,12000-20000,5+ times/wk,Occasionally,No,Yes,5,Medium,Very unlikely,Unlikely,Likely,App,1000-1500,Yes,Maybe,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0
18-24,Male,Fujairah,Master,Working Professional,7000-12000,3-4 times/wk,Daily,Yes,Yes,4,Medium,Likely,Unlikely,Neutral,Clinic,1000-1500,Yes,Yes,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0
55+,Male,RAK,Doctorate,Student,7000-12000,1-2 times/wk,Daily,No,No,4,Medium,Likely,Likely,Very likely,Dashboard,400-700,Yes,No,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0
25-34,Male,UAQ,Diploma,Working Professional,7000-12000,Never,Occasionally,No,Yes,4,Low,Likely,Neutral,Likely,Clinic,1500+,Yes,Yes,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
25-34,Female,Dubai,Bachelor,Business Owner,20000-35000,1-2 times/wk,Occasionally,No,No,1,High,Very unlikely,Neutral,Unlikely,App,1500+,Maybe,Maybe,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
35-44,Male,UAQ,Bachelor,Working Professional,<3000,1-2 times/wk,Weekly,No,No,3,Medium,Likely,Very likely,Neutral,App,400-700,Yes,Maybe,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
35-44,Male,Sharjah,Bachelor,Student,7000-12000,5+ times/wk,Never,Yes,Yes,5,High,Likely,Very likely,Very likely,App,700-1000,Yes,Yes,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0
25-34,Female,RAK,Bachelor,Working Professional,20000-35000,3-4 times/wk,Daily,Yes,Yes,5,Low,Neutral,Unlikely,Neutral,Clinic,400-700,No,Maybe,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
45-54,Female,UAQ,Bachelor,Working Professional,7000-12000,1-2 times/wk,Weekly,Yes,No,3,High,Likely,Very likely,Likely,Email,<200,Yes,No,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
25-34,Female,Abu Dhabi,Bachelor,Working Professional,7000-12000,1-2 times/wk,Occasionally,No,Yes,5,Medium,Unlikely,Likely,Likely,App,1500+,Maybe,Maybe,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
35-44,Female,Dubai,Master,Working Professional,7000-12000,5+ times/wk,Occasionally,No,No,4,Low,Likely,Likely,Neutral,Dashboard,1000-1500,Yes,No,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0
18-24,Male,Abu Dhabi,Diploma,Student,3000-7000,3-4 times/wk,Occasionally,No,No,1,Medium,Likely,Likely,Very likely,Clinic,1000-1500,Yes,Maybe,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
18-24,Male,Dubai,Bachelor,Business Owner,7000-12000,3-4 times/wk,Daily,No,No,5,High,Neutral,Likely,Unlikely,WhatsApp AI,200-400,Yes,No,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0
18-24,Female,Dubai,Bachelor,Student,3000-7000,1-2 times/wk,Weekly,Yes,No,3,High,Unlikely,Very likely,Unlikely,WhatsApp AI,400-700,Maybe,Yes,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0
18-24,Female,Dubai,Bachelor,Student,7000-12000,1-2 times/wk,Never,Yes,Yes,4,Low,Neutral,Likely,Likely,Dashboard,1500+,Maybe,Maybe,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0
18-24,Male,Dubai,Master,Working Professional,3000-7000,3-4 times/wk,Daily,Yes,No,5,High,Likely,Very unlikely,Neutral,Email,700-1000,Yes,Yes,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0
25-34,Male,Dubai,High School,Working Professional,<3000,3-4 times/wk,Weekly,Yes,Yes,5,High,Likely,Unlikely,Unlikely,WhatsApp AI,400-700,Yes,No,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
45-54,Female,Sharjah,Bachelor,Working Professional,7000-12000,3-4 times/wk,Weekly,No,No,5,Medium,Unlikely,Likely,Very likely,App,200-400,Yes,Maybe,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
25-34,Male,Dubai,Bachelor,Business Owner,20000-35000,5+ times/wk,Occasionally,No,No,4,High,Neutral,Neutral,Neutral,WhatsApp AI,200-400,Yes,Yes,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0
25-34,Female,Sharjah,Bachelor,Business Owner,7000-12000,3-4 times/wk,Occasionally,No,No,2,Medium,Unlikely,Neutral,Very likely,WhatsApp AI,1000-1500,Yes,Maybe,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
